job_names,job_group,level,salary,work_mode,domain_list,domain_group,skills_list,languages,tools,frameworks,libraries,programming_languages,others,company_names,city,post_date
Bridge System Engineer (BrSE),Other,senior,Unknown,Hybrid,"['Real Estate, Property and Construction', 'Software Products and Web Services']","['IT & Software', 'Real Estate / Construction']","['Bridge Engineer', 'Japanese', 'Project Management', 'QA QC', 'Software Architecture', 'English']","['Japanese', 'English']",,,,,"['Bridge Engineer', 'Project Management', 'QA QC', 'Software Architecture']","ANDPAD VietNam Co., Ltd",Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,senior,Unknown,Hybrid,"['Real Estate, Property and Construction', 'Software Products and Web Services']","['IT & Software', 'Real Estate / Construction']","['Ruby on Rails', 'Design Systems', 'Microservices', 'Ruby', 'English', 'AWS']",['English'],['AWS'],['Ruby on Rails'],,['Ruby'],"['Design Systems', 'Microservices']","ANDPAD VietNam Co., Ltd",Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,senior,Unknown,Hybrid,"['Real Estate, Property and Construction', 'Software Products and Web Services']","['IT & Software', 'Real Estate / Construction']","['Golang', 'Design Systems', 'Unit test', 'AI', 'AWS', 'English']",['English'],['AWS'],,,['Golang'],"['Design Systems', 'Unit test', 'AI']","ANDPAD VietNam Co., Ltd",Ho Chi Minh,2025-11-20
Frontend Developer,Frontend Developer,principal,Unknown,Hybrid,"['Real Estate, Property and Construction', 'Software Products and Web Services']","['IT & Software', 'Real Estate / Construction']","['ReactJS', 'Microservices', 'Unit test', 'VueJS', 'JavaScript', 'English']",['English'],,"['ReactJS', 'VueJS']",,['JavaScript'],"['Microservices', 'Unit test']","ANDPAD VietNam Co., Ltd",Ho Chi Minh,2025-11-20
Software/Technical Architect,Manager / Lead,junior,Unknown,Remote,['IT Services and IT Consulting'],['IT & Software'],"['Software Architecture', 'NextJS', 'NestJS', 'NodeJS', 'Agile', 'DevOps']",,,"['NextJS', 'NestJS']",,,"['Software Architecture', 'NodeJS', 'Agile', 'DevOps']",H3Tech Inc.,Ho Chi Minh,2025-11-20
Automation Tester,QA / Tester,senior,Up to $3000,Hybrid,['Healthcare'],['Healthcare'],"['QA QC', 'JavaScript', 'Database', 'Python', 'Java', 'Automation Test']",,,,,"['JavaScript', 'Python', 'Java']","['QA QC', 'Database', 'Automation Test']",AdvaHealth Solutions,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,senior,Unknown,Remote,"['Consumer Goods', 'IT Services and IT Consulting', 'Transportation, Logistics and Warehouse']","['IT & Software', 'Logistics', 'Ecommerce & Retail']","['.NET', 'AWS', 'Azure', 'Entity Framework Core', '.Net Core', 'C#']",,"['AWS', 'Azure']","['.NET', 'Entity Framework Core', '.Net Core']",,['C#'],,EPAM Vietnam,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,senior,Unknown,Remote,"['Consumer Goods', 'IT Services and IT Consulting', 'Transportation, Logistics and Warehouse']","['IT & Software', 'Logistics', 'Ecommerce & Retail']","['Java', 'SOLID Principles', 'NoSQL', 'SQL', 'Spring Boot', 'Microservices']",,,['Spring Boot'],,"['Java', 'SQL']","['SOLID Principles', 'NoSQL', 'Microservices']",EPAM Vietnam,Ho Chi Minh,2025-11-20
Automation Tester,QA / Tester,senior,Unknown,Remote,"['Consumer Goods', 'IT Services and IT Consulting', 'Transportation, Logistics and Warehouse']","['IT & Software', 'Logistics', 'Ecommerce & Retail']","['Automation Test', 'QA QC', 'Tester', 'CI/CD', 'Selenium', 'Java']",,,,['Selenium'],['Java'],"['Automation Test', 'QA QC', 'Tester', 'CI/CD']",EPAM Vietnam,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['PHP', 'Laravel', 'Docker', 'Git', 'MySQL', 'SQL']",,"['Docker', 'Git', 'MySQL']",['Laravel'],,"['PHP', 'SQL']",,"EKYO VIETNAM CO., LTD.",Ha Noi,2025-11-20
Backend Developer,Backend Developer,senior,Unknown,At office,['IT Hardware and Computing'],['IT & Software'],"['Golang', 'Java']",,,,,"['Golang', 'Java']",,VNGGames,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,senior,Up to $3200,At office,['IT Services and IT Consulting'],['IT & Software'],"['Java', 'PostgreSql', 'Spring Boot', 'Database', 'Spring']",,['PostgreSql'],"['Spring Boot', 'Spring']",,['Java'],['Database'],FPT Software,Ho Chi Minh,2025-11-20
Solution Architect,Manager / Lead,junior,Up to $4000,At office,"['Blockchain & Web3 Services', 'IT Services and IT Consulting', 'Software Products and Web Services', 'Emerging Tech R&D', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Software Architecture', 'Team Management', 'Agile', 'SQL', 'English', 'HTML5']",['English'],,,,"['SQL', 'HTML5']","['Software Architecture', 'Team Management', 'Agile']",Viettel Group,Ha Noi,2025-11-20
Test Coordinator / QAQC Coordinator,QA / Tester,senior,Unknown,At office,"['Consumer Goods', 'E-commerce', 'Retail and Wholesale', 'IT Services and IT Consulting']","['IT & Software', 'Ecommerce & Retail']","['QA QC', 'Usability testing', 'White box testing', 'Black box testing', 'Tester', 'SQL']",,,,,['SQL'],"['QA QC', 'Usability testing', 'White box testing', 'Black box testing', 'Tester']",Vinamilk,Ho Chi Minh,2025-11-20
Fullstack Developer,Fullstack Developer,intern,Up to $2500,At office,"['Blockchain & Web3 Services', 'IT Services and IT Consulting', 'Software Products and Web Services']","['IT & Software', 'AI / Emerging Tech']","['Flutter', 'Swift', 'Kotlin', 'Java', 'English']",['English'],,['Flutter'],,"['Swift', 'Kotlin', 'Java']",,Viettel Group,Ha Noi,2025-11-20
Business Analyst,Manager / Lead,intern,Up to $2000,At office,"['Blockchain & Web3 Services', 'IT Services and IT Consulting', 'Software Products and Web Services']","['IT & Software', 'AI / Emerging Tech']","['English', 'BPMN', 'UML']",['English'],,,,,"['BPMN', 'UML']",Viettel Group,Ha Noi,2025-11-20
Backend Developer,Backend Developer,intern,Up to $2500,At office,"['Blockchain & Web3 Services', 'IT Services and IT Consulting', 'Emerging Tech R&D', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Java', 'JavaScript', 'C#', 'English']",['English'],,,,"['Java', 'JavaScript', 'C#']",,Viettel Group,Ha Noi,2025-11-20
Manager,Manager / Lead,mid,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['QA QC', 'Java', 'Generative AI', 'Tester', 'Team Management', 'Automation Test']",,,,,['Java'],"['QA QC', 'Generative AI', 'Tester', 'Team Management', 'Automation Test']",Nakivo,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,senior,Unknown,Hybrid,"['Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Golang', 'Redis', 'Kubernetes', 'Docker', 'Database', 'SQL']",,"['Redis', 'Kubernetes', 'Docker']",,,"['Golang', 'SQL']",['Database'],Kyber Network,Ha Noi,2025-11-20
Product Designer,Other,Unknown,Up to $2500,Hybrid,"['E-commerce', 'Software Products and Web Services', 'Creative and Design', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Ecommerce & Retail', 'Media / Creative']","['UI-UX', 'JavaScript', 'HTML', 'Mobile Apps']",,,,,"['JavaScript', 'HTML']","['UI-UX', 'Mobile Apps']",what3words,Ho Chi Minh,2025-11-20
DevOps Engineer,DevOps / Cloud,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['DevOps', 'Docker', 'Agile', 'System Architecture', 'English', 'CI/CD']",['English'],['Docker'],,,,"['DevOps', 'Agile', 'System Architecture', 'CI/CD']",Saigon Technology,Ho Chi Minh,2025-11-20
Automation Tester,QA / Tester,senior,Unknown,Hybrid,['Software Products and Web Services'],['IT & Software'],"['QA QC', 'Salesforce', 'Tester', 'Selenium', 'API', 'Automation Test']",,"['Salesforce', 'API']",,['Selenium'],,"['QA QC', 'Tester', 'Automation Test']",Absolute Software (Vietnam) Ltd,Ho Chi Minh,2025-11-20
ERP Consultant,ERP / Enterprise Systems,mid,Up to $1100,At office,"['Food and Beverage', 'Consumer Goods', 'Manufacturing and Engineering', 'Retail and Wholesale', 'Transportation, Logistics and Warehouse']","['Logistics', 'Engineering / Manufacturing', 'Ecommerce & Retail', 'Hospitality / F&B']","['ERP', 'Microsoft Dynamics 365', 'English']",['English'],,,,,"['ERP', 'Microsoft Dynamics 365']",Viet Thai International,Ho Chi Minh,2025-11-20
ERP Consultant,ERP / Enterprise Systems,mid,Up to $1100,At office,"['Food and Beverage', 'Consumer Goods', 'Manufacturing and Engineering', 'Retail and Wholesale', 'Financial Services']","['Finance', 'Engineering / Manufacturing', 'Ecommerce & Retail', 'Hospitality / F&B']","['ERP', 'English', 'Microsoft Dynamics 365']",['English'],,,,,"['ERP', 'Microsoft Dynamics 365']",Viet Thai International,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,mid,Up to $2000,At office,"['Food and Beverage', 'Retail and Wholesale', 'Software Development Outsourcing', 'Apparel and Fashion']","['IT & Software', 'Ecommerce & Retail', 'Hospitality / F&B']","['Golang', 'MySQL', 'PostgreSql', 'ReactJS', 'NodeJS', 'Python']",,"['MySQL', 'PostgreSql']",['ReactJS'],,"['Golang', 'Python']",['NodeJS'],Viet Thai International,Ho Chi Minh,2025-11-20
Security Engineer,Security / Cybersecurity,senior,Unknown,At office,"['Insurance', 'Banking', 'Financial Services']",['Finance'],"['Cybersecurity', 'AI']",,,,,,"['Cybersecurity', 'AI']",MB Life,Ha Noi,2025-11-20
Backend Developer,Backend Developer,mid,Unknown,At office,"['Insurance', 'E-commerce', 'Pharmaceuticals', 'Software Products and Web Services', 'Healthcare']","['Finance', 'IT & Software', 'Healthcare', 'Ecommerce & Retail']","['NodeJS', 'NestJS', 'MySQL', 'TypeScript', 'Azure', 'JavaScript']",,"['MySQL', 'Azure']",['NestJS'],,"['TypeScript', 'JavaScript']",['NodeJS'],Fullerton Health,Ho Chi Minh,2025-11-20
Fullstack Developer,Fullstack Developer,mid,Up to $4000,Hybrid,"['Real Estate, Property and Construction', 'Software Products and Web Services']","['IT & Software', 'Real Estate / Construction']","['Fullstack', 'Cloud', 'English', 'NodeJS', 'TypeScript', 'JavaScript']",['English'],,,,"['TypeScript', 'JavaScript']","['Fullstack', 'Cloud', 'NodeJS']",SMG Swiss Marketplace Group,Ho Chi Minh,2025-11-20
Automation Tester,QA / Tester,mid,Unknown,At office,"['IT Services and IT Consulting', 'Cyber Security', 'Network and Infrastructure', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Automation Test', 'Selenium', 'JavaScript', 'Playwright', 'Cypress', 'Python']",,"['Playwright', 'Cypress']",,['Selenium'],"['JavaScript', 'Python']",['Automation Test'],OPSWAT Software Vietnam,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,mid,Up to $4000,Remote,"['Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['NodeJS', 'Golang', 'JavaScript', 'TypeScript']",,,,,"['Golang', 'JavaScript', 'TypeScript']",['NodeJS'],Semrush,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,senior,Unknown,At office,['Software Development Outsourcing'],['IT & Software'],"['Golang', 'Redis', 'MongoDB', 'MySQL']",,"['Redis', 'MongoDB', 'MySQL']",,,['Golang'],,WTECH VIETNAM,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,mid,Unknown,Hybrid,"['Education and Training', 'Environment', 'Transportation, Logistics and Warehouse', 'Healthcare', 'Financial Services']","['Environment / Agriculture', 'Healthcare', 'Education / NGO', 'Finance', 'Logistics']","['Java', 'MySQL', 'Cloud', 'API', 'Unit test', 'PHP']",,"['MySQL', 'API']",,,"['Java', 'PHP']","['Cloud', 'Unit test']",The Rep. Office of STYL Solutions Pte. Ltd. In HCMC,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,mid,Unknown,Hybrid,"['Banking', 'IT Services and IT Consulting', 'Financial Services']","['Finance', 'IT & Software']","['Java', 'Microservices', 'Cloud', 'Spring']",,,['Spring'],,['Java'],"['Microservices', 'Cloud']",NAB Innovation Centre Vietnam,Ho Chi Minh,2025-11-20
Backend Developer,Backend Developer,senior,Up to $2000,At office,"['Blockchain & Web3 Services', 'Consumer Goods', 'E-commerce', 'Banking', 'Retail and Wholesale']","['Finance', 'AI / Emerging Tech', 'Ecommerce & Retail']","['AWS', 'SQL', 'AWS Lambda', 'API', 'DevOps', 'Python']",,"['AWS', 'AWS Lambda', 'API']",,,"['SQL', 'Python']",['DevOps'],PNJ,Ho Chi Minh,2025-11-19
AI / Machine Learning Engineer,Data / AI,senior,Unknown,At office,"['Consumer Goods', 'E-commerce', 'Retail and Wholesale', 'IT Services and IT Consulting', 'Financial Services']","['Finance', 'IT & Software', 'Ecommerce & Retail']","['AI', 'Machine Learning', 'MLOps', 'Prompt Engineering', 'Generative AI', 'LLM']",,,,,,"['AI', 'Machine Learning', 'MLOps', 'Prompt Engineering', 'Generative AI', 'LLM']",PNJ,Ho Chi Minh,2025-11-19
Automation Tester,QA / Tester,senior,Unknown,At office,"['E-commerce', 'IT Services and IT Consulting', 'Transportation, Logistics and Warehouse', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Logistics', 'Ecommerce & Retail']","['Automation Test', 'QA QC', 'CI/CD', 'Python', 'JavaScript', 'Playwright']",,['Playwright'],,,"['Python', 'JavaScript']","['Automation Test', 'QA QC', 'CI/CD']",GHN,Ho Chi Minh,2025-11-19
AI / Machine Learning Engineer,Data / AI,junior,Up to $1900,At office,['Software Development Outsourcing'],['IT & Software'],"['Python', 'LLM', 'Generative AI', 'Machine Learning', 'NLP', 'English']",['English'],,,,['Python'],"['LLM', 'Generative AI', 'Machine Learning', 'NLP']",NTT DATA VDS,Ha Noi,2025-11-19
Mobile Application Developer,Backend Developer,senior,Up to $1750,At office,['Software Development Outsourcing'],['IT & Software'],"['Kotlin', 'Retrofit', 'MVP', 'MVVM', 'kotlinx.coroutines', 'Android']",,['Retrofit'],"['MVP', 'MVVM']",['kotlinx.coroutines'],['Kotlin'],['Android'],NTT DATA VDS,Ha Noi,2025-11-19
Scrum Master / Agile Coach,Manager / Lead,lead,Up to $1224,At office,"['E-commerce', 'Retail and Wholesale']",['Ecommerce & Retail'],"['Scrum', 'Odoo', 'Product Management', 'Jira', 'Agile']",,['Jira'],,,,"['Scrum', 'Odoo', 'Product Management', 'Agile']",Crossian,Ha Noi,2025-11-19
DevOps Engineer,DevOps / Cloud,mid,Unknown,At office,['Banking'],['Finance'],"['DevOps', 'Travis CI', 'Jenkins', 'Docker']",,"['Travis CI', 'Jenkins', 'Docker']",,,,['DevOps'],Ngân hàng TMCP Tiên Phong | TPBank,Ha Noi,2025-11-19
Solution Architect,Manager / Lead,mid,Unknown,Hybrid,"['Banking', 'Software Products and Web Services', 'Financial Services']","['Finance', 'IT & Software']","['Solution Architecture', 'System Architecture', 'Microservices Architecture', 'Java', 'AWS', 'Software Architecture']",,['AWS'],['Microservices Architecture'],,['Java'],"['Solution Architecture', 'System Architecture', 'Software Architecture']",TymeX,Ho Chi Minh,2025-11-19
Backend Developer,Backend Developer,senior,Up to $2000,At office,['Banking'],['Finance'],"['Java', 'Hibernate', 'Leadership', 'J2EE', 'Spring', 'SQL']",,,"['Hibernate', 'J2EE', 'Spring']",,"['Java', 'SQL']",['Leadership'],MSB,Ha Noi,2025-11-19
Automation Tester,QA / Tester,Unknown,Up to $2000,Hybrid,"['Software Products and Web Services', 'Staffing and Recruiting']","['IT & Software', 'Professional / Services']","['Automation Test', 'Git', 'Java', 'Playwright', 'TypeScript', 'JavaScript']",,"['Git', 'Playwright']",,,"['Java', 'TypeScript', 'JavaScript']",['Automation Test'],Persol Career Tech Studio Vietnam,Ho Chi Minh,2025-11-19
Frontend Developer,Frontend Developer,Unknown,Unknown,At office,['Financial Services'],['Finance'],"['JavaScript', 'HTML', 'Bootstrap', 'ReactJS', 'TypeScript', 'CSS']",,,"['Bootstrap', 'ReactJS']",,"['JavaScript', 'HTML', 'TypeScript', 'CSS']",,Goline Corporation,Ha Noi,2025-11-19
Mobile Application Developer,Backend Developer,Unknown,Unknown,At office,['Financial Services'],['Finance'],"['Flutter', 'ReactJS', 'Java', 'Figma', 'iOS', 'Android']",,['Figma'],"['Flutter', 'ReactJS']",,['Java'],"['iOS', 'Android']",Goline Corporation,Ha Noi,2025-11-19
IT Support,Other,junior,Unknown,At office,['Securities & Investment'],['Finance'],"['Splunk', 'Cloud', 'System Admin']",,['Splunk'],,,,"['Cloud', 'System Admin']",SSI Securities Corporation,Ho Chi Minh,2025-11-19
Manual Tester,QA / Tester,Unknown,Unknown,At office,"['Game', 'IT Hardware and Computing', 'Software Products and Web Services', 'Sports and Fitness']","['IT & Software', 'Other', 'Gaming']","['QA QC', 'Integration test', 'English', 'Games', 'Agile', 'Tester']",['English'],,,,,"['QA QC', 'Integration test', 'Games', 'Agile', 'Tester']",Aviron,Ho Chi Minh,2025-11-19
Backend Developer,Backend Developer,senior,Unknown,Hybrid,"['Banking', 'IT Services and IT Consulting', 'Cyber Security', 'Financial Services', 'AI Software & Services']","['Finance', 'IT & Software', 'AI / Emerging Tech']","['Python', 'Machine Learning', 'API', 'AI', 'AWS', 'Java']",,"['API', 'AWS']",,,"['Python', 'Java']","['Machine Learning', 'AI']",TymeX,Ho Chi Minh,2025-11-19
ERP Consultant,ERP / Enterprise Systems,Unknown,Unknown,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['SAP', 'English', 'Project Management', 'Japanese']","['English', 'Japanese']",['SAP'],,,,['Project Management'],CÔNG TY TNHH ABEAM CONSULTING (VIỆT NAM),Ho Chi Minh,2025-11-19
Manual Tester,QA / Tester,senior,Unknown,Hybrid,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['QA QC', 'Agile', 'Tester', 'Automation Test']",,,,,,"['QA QC', 'Agile', 'Tester', 'Automation Test']",ELCA,Ho Chi Minh,2025-11-19
Frontend Developer,Frontend Developer,senior,Unknown,At office,['Software Development Outsourcing'],['IT & Software'],"['ReactJS', 'HTML', 'Tailwind', 'VueJS', 'TypeScript', 'CSS']",,,"['ReactJS', 'Tailwind', 'VueJS']",,"['HTML', 'TypeScript', 'CSS']",,WTECH VIETNAM,Ho Chi Minh,2025-11-19
Project Manager,Manager / Lead,lead,Unknown,At office,"['Banking', 'IT Hardware and Computing', 'Software Development Outsourcing', 'Financial Services']","['Finance', 'IT & Software']","['Project Management', 'Leadership', 'Java', 'Risk Management', 'Team Management', 'Agile']",,,,,['Java'],"['Project Management', 'Leadership', 'Risk Management', 'Team Management', 'Agile']",Capgemini Vietnam,Ho Chi Minh,2025-11-19
DevSecOps Engineer,Other,senior,Unknown,Hybrid,"['Cyber Security', 'Software Products and Web Services']",['IT & Software'],"['DevSecOps', 'C#', 'Python', 'Java', 'Golang', 'DevOps']",,,,,"['C#', 'Python', 'Java', 'Golang']","['DevSecOps', 'DevOps']",YOONG,Ho Chi Minh,2025-11-19
Business Analyst,Manager / Lead,senior,Up to $2000,At office,['E-commerce'],['Ecommerce & Retail'],"['Business Analysis', 'English', 'Project Management']",['English'],,,,,"['Business Analysis', 'Project Management']",CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,Ho Chi Minh,2025-11-19
